,price,area_total,area_util,quarto,banheiro,vaga,bairro
3506,R$ 1.065.000,98 m² área total,98 m² área útil,3 Quartos,5 Banheiros,2 Vagas,<span> Moema
3507,R$ 529.999,80 m² área total,80 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Mooca
3508,R$ 1.176.000,279 m² área total,126 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Saúde
3509,R$ 340.000,80 m² área total,80 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Jardim Íris
3510,R$ 1.675.000,294 m² área total,178 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Chácara Klabin
3511,R$ 550.000,69 m² área total,69 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Indiana
3512,R$ 600.000,50 m² área total,50 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Santa Cecília
3513,R$ 500.000,50 m² área total,41 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
3514,R$ 790.000,47 m² área total,47 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Jardim Paulista
3515,R$ 640.000,100 m² área total,76 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Jardim Guedala
3516,R$ 1.030.000,240 m² área total,100 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Alto de Pinheiros
3517,R$ 549.000,75 m² área total,75 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Mariana
3518,R$ 815.000,134 m² área total,134 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jardim Olympia
3519,R$ 2.600.000,165 m² área total,165 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Jardim Paulista
3520,R$ 1.600.000,326 m² área total,136 m² área útil,3 Quartos,2 Banheiros,3 Vagas,<span> Alto de Pinheiros
3521,R$ 750.000,89 m² área total,89 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Lauzane Paulista
3522,R$ 1.290.000,208 m² área total,208 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Vila Mariana
3523,R$ 800.000,105 m² área total,105 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jardim Bonfiglioli
3524,R$ 2.000.000,340 m² área total,340 m² área útil,3 Quartos,5 Banheiros,5 Vagas,<span> Agua Fria
3525,R$ 2.250.000,202 m² área total,114 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Jardim Paulista
3526,R$ 500.000,74 m² área total,74 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Freguesia do Ó
3527,R$ 600.000,120 m² área total,106 m² área útil,0 Quartos,3 Banheiros,2 Vagas,<span> Butantã
3528,R$ 440.000,152 m² área total,63 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Mascote
3529,R$ 350.000,70 m² área total,70 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Freguesia do Ó
3530,R$ 810.000,150 m² área total,105 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Butantã
3531,R$ 890.000,104 m² área total,104 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Sônia
3532,R$ 560.000,71 m² área total,71 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Andrade
3533,R$ 900.000,143 m² área total,143 m² área útil,2 Quartos,4 Banheiros,5 Vagas,<span> Moema
3534,R$ 750.000,105 m² área total,105 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jardim Olympia
3535,R$ 655.000,90 m² área total,82 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Progredior
3536,R$ 19.000.000,1043 m² área tot,513 m² área útil,4 Quartos,7 Banheiros,6 Vagas,<span> Jardim Europa
3537,R$ 1.060.000,125 m² área total,116 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Leopoldina
3538,R$ 340.000,60 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Santana
3539,R$ 355.000,75 m² área total,75 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Interlagos
3540,R$ 1.150.000,133 m² área total,133 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Jurubatuba
3541,R$ 750.000,114 m² área total,114 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Morumbi
3542,R$ 1.440.000,160 m² área total,160 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Jardim Marajoara
3543,R$ 203.000,34 m² área total,34 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Santana
3544,R$ 1.790.000,190 m² área total,190 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Jardim Marajoara
3545,R$ 490.000,73 m² área total,73 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Interlagos
3546,R$ 2.450.000,156 m² área total,156 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Jardim Paulista
3547,R$ 1.200.000,133 m² área total,133 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Jurubatuba
3548,R$ 1.300.000,149 m² área total,149 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jardim Marajoara
3549,R$ 690.000,82 m² área total,82 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Campo Grande
3550,R$ 1.250.000,3000 m² área tot,163 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Jurubatuba
3551,R$ 770.000,98 m² área total,98 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Jurubatuba
3552,R$ 500.000,84 m² área total,84 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Casa Verde
3553,R$ 365.000,72 m² área total,72 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim Cons
3554,R$ 575.000,81 m² área total,50 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
3555,R$ 1.500.000,120 m² área total,90 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardins
3556,R$ 230.000,102 m² área total,55 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Cidade Líder
3557,R$ 349.000,82 m² área total,82 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Morumbi
3558,R$ 3.300.000,175 m² área total,127 m² área útil,1 Quarto,3 Banheiros,3 Vagas,<span> Itaim Bibi
3559,R$ 648.000,75 m² área total,75 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Tatuapé
3560,R$ 3.300.000,210 m² área total,151 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Itaim Bibi
3561,R$ 320.000,68 m² área total,64 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim das Vertentes
3562,R$ 1.400.000,163 m² área total,163 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Vila Andrade
3563,R$ 300.000,65 m² área total,65 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Vila Andrade
3564,R$ 230.000,64 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Primavera
3565,R$ 1.800.000,360 m² área total,360 m² área útil,4 Quartos,7 Banheiros,4 Vagas,<span> Morumbi
3566,R$ 650.000,52 m² área total,52 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Higien
3567,R$ 1.950.000,168 m² área total,168 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Brooklin
3568,R$ 450.000,65 m² área total,65 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Mooca
3569,R$ 690.000,47 m² área total,47 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Bela Vista
3570,R$ 31.800.000,822 m² área total,822 m² área útil,4 Quartos,6 Banheiros,10 Vagas,<span> Vila Nova Conceição
3571,R$ 1.650.000,143 m² área total,143 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Chácara Santo Antônio
3572,R$ 2.226.000,118 m² área total,118 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Cerqueira César
3573,R$ 1.280.000,75 m² área total,75 m² área útil,1 Quarto,2 Banheiros,1 Vaga,<span> Bela Vista
3574,R$ 4.000.000,220 m² área total,220 m² área útil,3 Quartos,6 Banheiros,4 Vagas,<span> Alto de Pinheiros
3575,R$ 10.500.000,540 m² área total,540 m² área útil,4 Quartos,4 Banheiros,6 Vagas,<span> Paraíso
3576,R$ 3.785.000,443 m² área total,252 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Vila Mariana
3577,R$ 1.390.000,126 m² área total,126 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Alto da Boa Vista
3578,R$ 900.000,123 m² área total,123 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Santana
3579,R$ 1.166.000,101 m² área total,101 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Chácara Santo Antônio
3580,R$ 2.640.000,146 m² área total,146 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Paraíso
3581,R$ 650.000,57 m² área total,57 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Mariana
3582,R$ 850.000,142 m² área total,142 m² área útil,4 Quartos,3 Banheiros,3 Vagas,<span> Morumbi
3583,R$ 3.600.000,241 m² área total,229 m² área útil,4 Quartos,6 Banheiros,4 Vagas,<span> Brooklin
3584,R$ 890.000,75 m² área total,75 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Granja Julieta
3585,R$ 270.000,57 m² área total,57 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Ivone
3586,R$ 5.500.000,310 m² área total,310 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Paraíso
3587,R$ 4.665.000,330 m² área total,330 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Granja Julieta
3588,R$ 1.090.000,103 m² área total,103 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Chácara Santo Antônio
3589,R$ 17.000.000,576 m² área total,576 m² área útil,3 Quartos,4 Banheiros,6 Vagas,<span> Itaim
3590,R$ 2.550.000,243 m² área total,243 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Granja Julieta
3591,R$ 2.400.000,206 m² área total,206 m² área útil,3 Quartos,4 Banheiros,4 Vagas,<span> Brooklin
3592,R$ 1.696.000,141 m² área total,141 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Brooklin
3593,R$ 1.300.000,105 m² área total,105 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Brooklin
3594,R$ 3.300.000,180 m² área total,180 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Bela Vista
3595,R$ 2.428.000,165 m² área total,165 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Brooklin
3596,R$ 3.600.000,274 m² área total,274 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Campo Belo
3597,R$ 910.000,105 m² área total,105 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Chácara Santo Antônio
3598,R$ 2.750.000,240 m² área total,240 m² área útil,5 Quartos,6 Banheiros,4 Vagas,<span> Brooklin
3599,R$ 3.300.000,199 m² área total,199 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Itaim
3600,R$ 8.300.000,1040 m² área tot,1040 m² área úti,4 Quartos,7 Banheiros,8 Vagas,<span> Panamby
3601,R$ 330.000,73 m² área total,73 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Granada
3602,R$ 378.900,68 m² área total,68 m² área útil,3 Quartos,1 Banheiro,2 Vagas,<span> Vila dos Remédios
3603,R$ 485.000,54 m² área total,54 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila da Saúde
3604,R$ 5.500.000,350 m² área total,347 m² área útil,4 Quartos,6 Banheiros,5 Vagas,<span> Moema
3605,R$ 310.000,50 m² área total,50 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Ipiranga
3606,R$ 979.000,90 m² área total,90 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Mirand
3607,R$ 1.650.000,293 m² área total,172 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Vila Clementino
3608,R$ 1.380.000.000,360 m² área total,219 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Tatuapé
3609,R$ 580.000,122 m² área total,62 m² área útil,1 Quarto,1 Banheiro,2 Vagas,<span> Vila Buarque
3610,R$ 325.000,52 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim das Vertentes
3611,R$ 2.750.000,500 m² área total,350 m² área útil,4 Quartos,2 Banheiros,6 Vagas,<span> Campo Belo
3612,R$ 890.000,94 m² área total,94 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Ipiranga
3613,R$ 645.000,70 m² área total,70 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Ipiranga
3614,R$ 320.000,65 m² área total,64 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Vila Ema
3615,R$ 185.000,29 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Campo Belo
3616,R$ 240.000,46 m² área total,46 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila das Mercês
3617,R$ 1.100.000,406 m² área total,215 m² área útil,3 Quartos,4 Banheiros,4 Vagas,<span> Vila Mascote
3618,R$ 308.000,62 m² área total,51 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Mooca
3619,R$ 1.395.000,64 m² área total,64 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Bela Vista
3620,R$ 833.000,90 m² área total,91 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Aclimação
3621,R$ 446.000,62 m² área total,62 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Ipiranga
3622,R$ 235.000,65 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Cláudia
3623,R$ 229.490,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Sacomã
3624,R$ 647.000,101 m² área total,101 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Vila Andrade
3625,R$ 1.385.000,130 m² área total,114 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Clementino
3626,R$ 1.060.000,133 m² área total,133 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Campo Grande
3627,R$ 529.000,73 m² área total,73 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jardim Umuarama
3628,R$ 1.170.000,130 m² área total,130 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Mooca
3629,R$ 220.000,48 m² área total,47 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Monte Alegre
3630,R$ 529.000,73 m² área total,73 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jardim Umuarama
3631,R$ 330.000,63 m² área total,63 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Rio Pequeno
3632,R$ 530.000,65 m² área total,64 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Mooca
3633,R$ 640.000,86 m² área total,86 m² área útil,2 Quartos,4 Banheiros,2 Vagas,<span> Morumbi
3634,R$ 375.000,52 m² área total,52 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Mooca
3635,R$ 943.000,224 m² área total,224 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Vila Carrão
3636,R$ 925.000,85 m² área total,85 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Mariana
3637,R$ 1.950.000,159 m² área total,159 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Chácara Santo Antônio
3638,R$ 637.000,101 m² área total,101 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Morumbi
3639,R$ 2.800.000,146 m² área total,146 m² área útil,3 Quartos,5 Banheiros,2 Vagas,<span> Itaim Bibi
3640,R$ 345.000,50 m² área total,49 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Mooca
3641,R$ 1.048.000,94 m² área total,94 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Cambuci
3642,R$ 1.141.000,107 m² área total,107 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Guarani
3643,R$ 260.000,65 m² área total,65 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Santa Teresa 
3644,R$ 4.500.000,500 m² área total,360 m² área útil,4 Quartos,5 Banheiros,6 Vagas,<span> Aclimação
3645,R$ 1.199.999.900,267 m² área total,267 m² área útil,4 Quartos,3 Banheiros,4 Vagas,<span> Parque Bairro Morumbi
3646,R$ 450.000,60 m² área total,60 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Chácara Santo Antônio
3647,R$ 857.000,130 m² área total,130 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Tatuapé
3648,R$ 1.370.000,133 m² área total,133 m² área útil,4 Quartos,5 Banheiros,2 Vagas,<span> Ipiranga
3649,R$ 4.200.000,620 m² área total,425 m² área útil,4 Quartos,5 Banheiros,5 Vagas,<span> Jardim Fonte do Morumbi
3650,R$ 1.280.000,120 m² área total,115 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Mooca
3651,R$ 320.000,51 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Mooca
3652,R$ 199.999,70 m² área total,57 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Itaquera
3653,R$ 1.200.000,74 m² área total,74 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Nova Conceição
3654,R$ 10.750.000,710 m² área total,520 m² área útil,3 Quartos,4 Banheiros,5 Vagas,<span> Itaim Bibi
3655,R$ 639.000,72 m² área total,72 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Ipiranga
3656,R$ 500.000,74 m² área total,74 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jardim Umuarama
3657,R$ 465.000,61 m² área total,61 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardim Umuarama
3658,R$ 1.080.000,116 m² área total,116 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Santo Amaro
3659,R$ 1.550.000,143 m² área total,143 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Vila Leopoldina
3660,R$ 279.000,62 m² área total,62 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Barbosa
3661,R$ 240.000,65 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Celeste
3662,R$ 656.450,91 m² área total,90 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Mooca
3663,R$ 350.000,55 m² área total,55 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Interlagos
3664,R$ 280.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Higien
3665,R$ 390.000,65 m² área total,65 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Interlagos
3666,R$ 1.395.000,168 m² área total,168 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Alto da Boa Vista
3667,R$ 360.000,35 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Clementino
3668,R$ 220.000,31 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
3669,R$ 425.000,72 m² área total,55 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Mooca
3670,R$ 55.000,46 m² área total,44 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Conjunto Habitacional Santa Etelvina II
3671,R$ 800.000,130 m² área total,97 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Vila Clementino
3672,R$ 60.000,48 m² área total,42 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Conjunto Habitacional Santa Etelvina II
3673,R$ 960.000,165 m² área total,134 m² área útil,4 Quartos,2 Banheiros,2 Vagas,<span> Jardim Olympia
3674,R$ 280.000,63 m² área total,59 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Vila Prudente
3675,R$ 800.000,167 m² área total,167 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Jardim Anália Franco
3676,R$ 290.000,55 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Esmeralda
3677,R$ 230.000,27 m² área total,27 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
3678,R$ 8.500.000,360 m² área total,360 m² área útil,3 Quartos,5 Banheiros,5 Vagas,<span> Vila Nova Conceição
3679,R$ 950.000,121 m² área total,121 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Mooca
3680,R$ 12.000.000,490 m² área total,490 m² área útil,3 Quartos,5 Banheiros,5 Vagas,<span> Vila Nova Conceição
3681,R$ 20.000.000,517 m² área total,517 m² área útil,4 Quartos,6 Banheiros,6 Vagas,<span> Vila Nova Conceição
3682,R$ 1.200.000,200 m² área total,115 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Vila Cruzeiro
3683,R$ 1.550.000,230 m² área total,131 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Vila Mariana
3684,R$ 425.000,121 m² área total,121 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Sacomã
3685,R$ 350.000,35 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Gomes Cardim
3686,R$ 8.000.000,288 m² área total,288 m² área útil,4 Quartos,5 Banheiros,5 Vagas,<span> Vila Uberabinha
3687,R$ 1.600.000,270 m² área total,270 m² área útil,4 Quartos,4 Banheiros,4 Vagas,<span> Parque Bairro Morumbi
3688,R$ 1.030.000,116 m² área total,116 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Ipiranga
3689,R$ 3.300.000,314 m² área total,314 m² área útil,4 Quartos,4 Banheiros,8 Vagas,<span> Granja Julieta
3690,R$ 798.000,94 m² área total,94 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Ipiranga
3691,R$ 796.000,81 m² área total,80 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Gumercindo
3692,R$ 350.000,63 m² área total,64 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Prudente
3693,R$ 690.000,92 m² área total,92 m² área útil,3 Quartos,2 Banheiros,3 Vagas,<span> Jardim Ester
3694,R$ 261.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Tatuapé
3695,R$ 2.900.000,237 m² área total,237 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Vila Mariana
3696,R$ 9.800.000,388 m² área total,388 m² área útil,4 Quartos,5 Banheiros,5 Vagas,<span> Vila Nova Conceição
3697,R$ 2.800.000,356 m² área total,356 m² área útil,3 Quartos,6 Banheiros,5 Vagas,<span> Morumbi
3698,R$ 7.000.000,350 m² área total,224 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Itaim Bibi
3699,R$ 520.000,72 m² área total,66 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Aclimação
3700,R$ 345.000,55 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Mooca
3701,R$ 788.000,80 m² área total,80 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Cambuci
3702,R$ 5.800.000,300 m² área total,300 m² área útil,3 Quartos,4 Banheiros,4 Vagas,<span> Vila Nova Conceição
3703,R$ 670.000,54 m² área total,54 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardim Paulista
3704,R$ 465.000,38 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
3705,R$ 1.600.000,175 m² área total,175 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Vila Andrade
3706,R$ 2.050.000,193 m² área total,193 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Moema
3707,R$ 3.800.000,293 m² área total,293 m² área útil,4 Quartos,5 Banheiros,4 Vagas,<span> Campo Belo
3708,R$ 1.350.000,116 m² área total,116 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Brooklin Paulista
3709,R$ 270.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Morumbi
3710,R$ 450.000,60 m² área total,60 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Jardim Prudência
3711,R$ 1.010.000,300 m² área total,126 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Romana
3712,R$ 609.500,44 m² área total,34 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
3713,R$ 1.400.000,122 m² área total,122 m² área útil,3 Quartos,5 Banheiros,2 Vagas,<span> Granja Julieta
3714,R$ 900.000,142 m² área total,122 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jardim Anália Franco
3715,R$ 320.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
3716,R$ 2.500.000,500 m² área total,252 m² área útil,4 Quartos,5 Banheiros,5 Vagas,<span> Campo Belo
3717,R$ 390.000,40000 m² área to,70 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jardim Marajoara
3718,R$ 1.190.000,123 m² área total,123 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Campo Belo
3719,R$ 500.000,68 m² área total,68 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Gumercindo
3720,R$ 470.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Mirand
3721,R$ 320.000,90 m² área total,63 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Jabaquara
3722,R$ 590.000,87 m² área total,87 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Congonhas
3723,R$ 690.000,92 m² área total,92 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Lauzane Paulista
3724,R$ 500.000,80 m² área total,58 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Barra Funda
3725,R$ 372.300,63 m² área total,63 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim das Vertentes
3726,R$ 300.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Limão
3727,R$ 455.800,48 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Indian
3728,R$ 600.000,60 m² área total,60 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Campo Belo
3729,R$ 7.500.000,825 m² área total,825 m² área útil,5 Quartos,8 Banheiros,6 Vagas,<span> Real Parque
3730,R$ 720.000,85 m² área total,85 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Romana
3731,R$ 1.760.000,173 m² área total,173 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Perdizes
3732,R$ 425.000,50 m² área total,50 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Morumbi
3733,R$ 270.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
3734,R$ 725.000,47 m² área total,47 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Brooklin
3735,R$ 620.000,67 m² área total,67 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Chácara Inglesa
3736,R$ 320.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Europa
3737,R$ 3.000.000,318 m² área total,254 m² área útil,4 Quartos,4 Banheiros,4 Vagas,<span> Vila Leopoldina
3738,R$ 499.000,67 m² área total,67 m² área útil,0 Quartos,2 Banheiros,1 Vaga,<span> Vila Monte Alegre
